trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,1180.145964,1179.039299,1179.459298,1180.092631,1190.021288,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,1,65,0.5
2,1192.279952,1191.385286,1191.508619,1192.279952,1216.649928,0,NaN,0,7.00000000000003,1,2,66,0.5
3,1218.583259,1217.29926,1217.446593,1218.583259,1222.913921,1,NaN,0,5.99999999999996,2,1,65,0.5
4,1227.071917,1226.447251,1226.592584,1227.063917,1240.127904,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
5,1246.321231,1245.683899,1245.887898,1246.321231,1258.935885,1,NaN,0,5.99999999999996,2,1,65,0.5
6,1260.759217,1260.190551,1260.339884,1260.705883,1279.296532,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
7,1280.45653,1279.807864,1280.041864,1280.45653,1282.462528,0,NaN,0,7.00000000000003,1,2,66,0.5
8,1287.617857,1286.858524,1287.008524,1287.564523,1289.700521,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
9,1291.848519,1291.24452,1291.438519,1291.848519,1296.468514,0,NaN,0,7.00000000000003,1,2,66,0.5
10,1297.92318,1297.18118,1297.514513,1297.92318,1302.917175,1,NaN,0,5.99999999999996,2,1,65,0.5
11,1304.995839,1304.32584,1304.622506,1304.995839,1309.223168,1,NaN,0,5.99999999999996,2,1,65,0.5
12,1325.795152,1318.165159,1318.427826,1325.741818,1338.785805,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
13,1343.026468,1341.319136,1341.496469,1343.026468,1369.099775,0,NaN,0,7.00000000000003,1,2,66,0.5
14,1371.10444,1369.825108,1370.077107,1371.10444,1371.395773,1,NaN,0,5.99999999999996,2,1,65,0.5
15,1384.803759,1383.94576,1384.296427,1384.750426,1386.607091,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
16,1389.117088,1388.362423,1388.669089,1389.063755,1391.845752,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
17,1394.214417,1393.589751,1393.79975,1394.174417,1396.003082,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
18,1399.053078,1398.237746,1398.521746,1399.053078,1399.668411,0,NaN,0,7.00000000000003,1,2,66,0.5
19,1410.297067,1409.489735,1409.779734,1410.297067,1417.67506,1,NaN,0,5.99999999999996,2,1,65,0.5
20,1421.29839,1420.60839,1420.85439,1421.29839,1425.391719,1,NaN,0,5.99999999999996,2,1,65,0.5
21,1440.191037,1439.265705,1439.751038,1440.191037,1457.681687,1,NaN,0,5.99999999999996,2,1,65,0.5
22,1458.939019,1458.217686,1458.463019,1458.939019,1466.354345,1,NaN,0,5.99999999999996,2,1,65,0.5
23,1512.257632,1511.044966,1511.660299,1512.257632,1528.519616,1,NaN,0,5.99999999999996,2,1,65,0.5
24,1530.054947,1529.288948,1529.571615,1530.001614,1536.386941,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
25,1537.72894,1536.992941,1537.23094,1537.72894,1544.134933,1,NaN,0,5.99999999999996,2,1,65,0.5
26,1545.742265,1544.997599,1545.274932,1545.688932,1606.167538,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
27,1689.083455,1687.80279,1687.871456,1689.083455,1696.744114,1,NaN,0,5.99999999999996,2,1,65,0.5
28,1698.901445,1697.399447,1697.567447,1698.901445,1703.677441,1,NaN,0,5.99999999999996,2,1,65,0.5
29,1709.523435,1708.344103,1708.572769,1709.523435,1716.002095,1,NaN,0,5.99999999999996,2,1,65,0.5
30,1717.649427,1716.919427,1717.130094,1717.596093,1721.18209,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
31,1736.588741,1735.360076,1735.642076,1736.588741,1742.434068,1,NaN,0,5.99999999999996,2,1,65,0.5
32,1743.9414,1743.212068,1743.431401,1743.888067,1748.746729,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
33,1750.216727,1749.433395,1749.724728,1750.216727,1756.306721,1,NaN,0,5.99999999999996,2,1,65,0.5
34,1757.69272,1757.001387,1757.277387,1757.69272,1762.762715,1,NaN,0,5.99999999999996,2,1,65,0.5
35,1764.306047,1763.540047,1763.800047,1764.252713,1766.734711,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
36,1768.381376,1767.610043,1767.926043,1768.381376,1782.038029,1,NaN,0,5.99999999999996,2,1,65,0.5
37,1798.068013,1797.274014,1797.525347,1798.01468,1804.38134,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
38,1807.005337,1805.533339,1805.798672,1806.952004,1809.587335,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
39,1811.976666,1811.182,1811.474666,1811.976666,1816.934661,1,NaN,0,5.99999999999996,2,1,65,0.5
40,1819.405325,1818.502659,1818.862659,1819.351992,1822.838655,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
41,1824.754653,1823.98132,1824.174653,1824.70132,1828.783982,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
42,1830.99598,1829.962648,1830.283981,1830.99598,1834.911976,1,NaN,0,5.99999999999996,2,1,65,0.5
43,1837.685307,1836.954641,1837.235974,1837.685307,1842.871968,1,NaN,0,5.99999999999996,2,1,65,0.5
44,1845.719965,1844.261967,1845.011299,1845.719965,1852.252625,0,NaN,0,7.00000000000003,1,2,66,0.5
45,1854.257957,1853.314624,1853.81529,1854.257957,1859.940618,1,NaN,0,5.99999999999996,2,1,65,0.5
46,1861.627283,1860.63395,1861.16995,1861.627283,1868.524609,1,NaN,0,5.99999999999996,2,1,65,0.5
47,1871.484606,1870.743273,1871.057273,1871.484606,1960.52385,1,NaN,0,5.99999999999996,2,1,65,0.5
