trial,outcome,center_in,center_out,side_in,last_side_out,actions,reward,trial_types,odors,port_side,schedule,odor_name,odor_dur
1,837.684973,837.21364,837.27964,837.63164,846.602298,0,1.99999999999996,0.0200000000000003,5.99999999999996,2,1,65,0.5
2,847.92763,847.448297,847.51563,847.874296,853.240958,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
3,854.994956,854.287623,854.383623,854.994956,865.449612,1,NaN,0,5.99999999999996,2,1,65,0.5
4,868.344276,867.168944,867.806276,868.290942,869.514275,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
5,872.146939,871.252273,871.634272,872.093605,903.350907,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
6,904.53024,903.943574,904.107573,904.53024,909.338235,1,NaN,0,5.99999999999996,2,1,65,0.5
7,912.102899,910.601567,910.8569,912.049565,938.958205,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
8,940.412204,939.656872,939.807538,940.35887,948.413529,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
9,955.830855,954.939523,955.252856,955.777522,960.957516,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
10,966.476178,965.863512,965.978845,966.423511,969.673508,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
11,971.952839,970.814175,970.856173,971.899506,974.907503,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
12,976.066168,975.452169,975.501502,976.012835,983.66416,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
13,985.224159,984.463493,984.624826,985.224159,992.990818,1,NaN,0,5.99999999999996,2,1,65,0.5
14,1000.037477,999.412811,999.635478,999.984811,1001.03081,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
15,1002.926141,1001.980809,1002.235475,1002.872808,1007.768803,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
16,1009.049468,1008.457469,1008.634135,1009.049468,1014.45213,0,NaN,0,7.00000000000003,1,2,66,0.5
17,1016.807461,1015.288129,1015.519462,1016.754127,1018.723459,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
18,1019.988791,1019.364125,1019.620124,1019.962124,1026.165451,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
19,1027.790783,1027.000784,1027.10745,1027.790783,1036.004108,1,NaN,0,5.99999999999996,2,1,65,0.5
20,1037.10744,1036.530108,1036.724107,1037.10744,1044.849433,0,NaN,0,7.00000000000003,1,2,66,0.5
21,1046.453431,1045.500099,1045.740098,1046.453431,1053.047424,0,NaN,0,7.00000000000003,1,2,66,0.5
22,1055.554089,1054.59209,1054.837423,1055.554089,1067.102077,0,NaN,0,7.00000000000003,1,2,66,0.5
23,1068.296076,1067.69141,1067.768743,1068.242743,1071.52474,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
24,1073.358071,1072.645405,1072.814738,1073.304737,1139.960671,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
25,1141.424671,1140.62267,1140.83867,1141.424671,1154.446656,0,NaN,0,7.00000000000003,1,2,66,0.5
26,1156.011988,1154.902656,1155.259324,1155.958655,1158.539319,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
27,1160.061317,1159.428651,1159.486651,1160.007984,1161.641316,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
28,1163.451981,1162.634648,1162.901982,1163.451981,1169.806641,1,NaN,0,5.99999999999996,2,1,65,0.5
29,1172.751305,1171.905972,1172.155972,1172.697973,1174.891969,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
30,1176.319968,1175.651302,1175.761302,1176.319968,1181.22463,1,NaN,0,5.99999999999996,2,1,65,0.5
31,1182.930628,1182.245962,1182.497295,1182.930628,1183.661962,1,NaN,0,5.99999999999996,2,1,65,0.5
32,1189.204622,1188.663289,1188.775955,1189.151288,1192.224619,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
33,1194.856616,1193.641952,1193.761284,1194.856616,1202.795275,0,NaN,0,7.00000000000003,1,2,66,0.5
34,1205.436605,1204.22994,1204.42194,1205.436605,1211.554599,0,NaN,0,7.00000000000003,1,2,66,0.5
35,1212.4706,1212.050599,1212.119265,1212.4706,1218.525927,0,NaN,0,7.00000000000003,1,2,66,0.5
36,1224.479254,1224.040587,1224.110587,1224.479254,1229.156582,0,NaN,0,7.00000000000003,1,2,66,0.5
37,1238.929239,1232.545912,1232.594578,1238.929239,1252.010559,0,NaN,0,7.00000000000003,1,2,66,0.5
38,1253.365224,1252.764558,1252.965891,1253.365224,1351.771792,0,NaN,0,7.00000000000003,1,2,66,0.5
39,1423.920387,1422.787055,1422.800388,1423.867054,1432.389046,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
40,1433.922377,1433.417711,1433.457045,1433.922377,1440.117037,0,NaN,0,7.00000000000003,1,2,66,0.5
41,1441.799036,1441.22837,1441.291704,1441.799036,1442.584368,0,NaN,0,7.00000000000003,1,2,66,0.5
42,1448.539029,1447.745696,1447.967696,1448.539029,1455.504355,0,NaN,0,7.00000000000003,1,2,66,0.5
43,1459.958351,1458.403019,1458.633019,1459.958351,1474.285003,1,NaN,0,5.99999999999996,2,1,65,0.5
44,1481.640329,1480.889663,1481.118996,1481.640329,1503.362307,0,NaN,0,7.00000000000003,1,2,66,0.5
45,1505.660305,1504.236973,1504.989639,1505.606972,1516.560961,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
46,1517.986964,1517.11296,1517.289627,1517.986964,1523.189621,1,NaN,0,5.99999999999996,2,1,65,0.5
47,1533.216944,1531.894279,1532.534278,1533.216944,1551.097593,0,NaN,0,7.00000000000003,1,2,66,0.5
48,1552.602258,1551.977592,1552.062259,1552.594926,1557.24892,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
49,1559.329585,1558.677585,1558.702252,1559.329585,1564.60758,1,NaN,0,5.99999999999996,2,1,65,0.5
50,1566.898911,1566.126245,1566.405578,1566.898911,1570.98824,1,NaN,0,5.99999999999996,2,1,65,0.5
51,1573.032238,1572.238905,1572.594905,1572.978904,1575.55957,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
52,1577.4829,1576.534901,1576.809567,1577.4829,1589.432888,1,NaN,0,5.99999999999996,2,1,65,0.5
53,1593.507551,1592.749551,1592.952884,1593.454217,1596.836214,0,2.99999999999994,0.0299999999999997,5.99999999999996,2,1,65,0.5
54,1598.745545,1597.51088,1597.67088,1598.692213,1599.838878,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
55,1601.741542,1600.805543,1601.20621,1601.688209,1608.610869,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
56,1610.660867,1609.886201,1610.054201,1610.660867,1615.438195,1,NaN,0,5.99999999999996,2,1,65,0.5
57,1618.324192,1617.486193,1617.866193,1618.324192,1624.664853,1,NaN,0,5.99999999999996,2,1,65,0.5
58,1626.340851,1625.410852,1625.680185,1626.287518,1633.544177,1,2.99999999999994,0.0299999999999997,7.00000000000003,1,2,66,0.5
59,1634.819509,1634.082177,1634.33351,1634.819509,1640.51417,1,NaN,0,5.99999999999996,2,1,65,0.5
60,1642.386168,1641.795502,1641.936169,1642.386168,1649.199495,1,NaN,0,5.99999999999996,2,1,65,0.5
61,1650.532827,1649.770161,1649.989494,1650.532827,1677.1628,1,NaN,0,5.99999999999996,2,1,65,0.5
